product_id,product_name,category_Furniture,category_Office Supplies,category_Technology,sub_category_Accessories,sub_category_Appliances,sub_category_Art,sub_category_Binders,sub_category_Bookcases,sub_category_Chairs,sub_category_Copiers,sub_category_Envelopes,sub_category_Fasteners,sub_category_Furnishings,sub_category_Labels,sub_category_Machines,sub_category_Paper,sub_category_Phones,sub_category_Storage,sub_category_Supplies,sub_category_Tables
TEC/ACC-003014,"Logitech Flash Drive, Erganomic",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001710,"Cameo Manila Envelope, with clear poly window",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/ART-001063,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002191,"Enermax Memo Slips, Recycled",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/STO-002752,"Tenex Trays, Blue",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/FUR-000391,"Advantus Frame, Durable",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/LAB-002094,"Novimex Shipping Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/ART-001323,"Stanley Sketch Pad, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001556,"Ibico Index Tab, Durable",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/FAS-001930,"Stockwell Rubber Bands, Bulk Pack",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FUR/BOO-000023,"Bush Floating Shelf Set, Pine",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/FAS-001840,"Accos Thumb Tacks, Assorted Sizes",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/STO-002707,"Smead Lockers, Industrial",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/FUR-000403,"Advantus Stacking Tray, Black",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TEC/COP-003269,"HP Fax and Copier, Color",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/ART-001179,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001317,"Stanley Pens, Blue",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002486,Xerox 225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
FUR/CHA-000176,Global Deluxe High-Back Manager's Chair,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001265,Rogers Handheld Barrel Pencil Sharpener,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001549,Ibico Hi-Tech Manual Binding System,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/FAS-001874,"Alliance Super-Size Bands, Assorted Sizes",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/PAP-002283,Southworth 25% Cotton Granite Paper & Envelopes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/PHO-003795,Wireless Extenders zBoost YX545 SOHO Signal Booster,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TEC/PHO-003597,GE 30524EE4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/ART-001097,"BIC Sketch Pad, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/ACC-003049,"Logitech Router, Programmable",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/MAC-003445,"Panasonic Phone, Wireless",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TEC/MAC-003434,"Panasonic Card Printer, White",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OFF/STO-002557,"Eldon File Cart, Single Width",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/ART-001322,"Stanley Sketch Pad, Easy-Erase",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001614,"Wilson Jones Binder Covers, Clear",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002708,"Smead Lockers, Single Width",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/BOO-000073,"Ikea Classic Bookcase, Metal",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001123,"Binney & Smith Sketch Pad, Blue",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/BOO-000075,"Ikea Classic Bookcase, Pine",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001416,"Avery Index Tab, Economy",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/MAC-003438,"Panasonic Inkjet, White",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FUR/FUR-000566,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/BIN-001352,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001414,"Avery Index Tab, Clear",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002118,"Smead Removable Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TEC/ACC-002944,"Belkin Numeric Keypad, USB",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/PHO-003506,"Apple Headset, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TEC/PHO-003659,"Motorola Signal Booster, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/FAS-001924,"Stockwell Push Pins, 12 Pack",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/PAP-002217,"Green Bar Memo Slips, Premium",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/STO-002620,"Fellowes Trays, Blue",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/FAS-001933,"Stockwell Staples, Assorted Sizes",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/LAB-002057,"Hon File Folder Labels, Alphabetical",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TEC/PHO-003691,"Nokia Smart Phone, with Caller ID",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FUR/BOO-000088,"Ikea Library with Doors, Traditional",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001383,"Avery Binder Covers, Clear",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001706,"Cameo Mailers, with clear poly window",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/PAP-002172,"Eaton Note Cards, Premium",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/ART-001287,"Sanford Pencil Sharpener, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001290,"Sanford Pens, Easy-Erase",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002270,"SanDisk Message Books, Recycled",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/COP-003227,"Canon Ink, Laser",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TEC/MAC-003345,"Epson Phone, Red",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TEC/MAC-003461,"StarTech Calculator, Red",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OFF/STO-002593,"Fellowes File Cart, Blue",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/COP-003311,"Sharp Wireless Fax, Digital",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/ART-001204,Newell 312,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/ACC-003098,Memorex Micro Travel Drive 8 GB,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002614,"Fellowes Shelving, Wire Frame",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/SUP-002827,"Elite Scissors, Easy Grip",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
OFF/BIN-001386,"Avery Binder Covers, Recycled",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/SUP-002878,"Kleencut Ruler, Steel",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
OFF/BIN-001340,"Acco Binder, Durable",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/TAB-000771,"Chromcraft Wood Table, Fully Assembled",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
OFF/APP-000998,"Hoover Microwave, Red",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000559,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/LAB-001956,Avery 482,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
FUR/BOO-000121,"Safco Floating Shelf Set, Metal",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR/TAB-000729,"Bevis Training Table, with Bottom Storage",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
OFF/LAB-002080,"Novimex File Folder Labels, Alphabetical",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
FUR/FUR-000380,"Advantus Clock, Black",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/ART-001268,"Sanford Canvas, Easy-Erase",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/PHO-003502,"Apple Audio Dock, VoIP",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FUR/FUR-000492,"Eldon Door Stop, Durable",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/BIN-001553,"Ibico Hole Reinforcements, Recycled",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001140,"Boston Canvas, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002716,"Smead Trays, Single Width",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/BOO-000055,"Dania Floating Shelf Set, Traditional",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/APP-001029,"KitchenAid Coffee Grinder, Black",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002706,"Smead Lockers, Blue",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/PHO-003507,"Apple Headset, VoIP",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FUR/CHA-000354,"SAFCO Executive Leather Armchair, Red",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001099,"Binney & Smith Canvas, Blue",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000610,"Rubbermaid Photo Frame, Duo Pack",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TEC/COP-003310,"Sharp Wireless Fax, Color",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001729,"GlobeWeis Interoffice Envelope, Set of 50",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FUR/CHA-000242,"Hon Chairmat, Adjustable",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002224,"Green Bar Note Cards, Multicolor",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
FUR/BOO-000092,"Ikea Stackable Bookrack, Traditional",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001555,"Ibico Index Tab, Clear",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/MAC-003350,"Epson Printer, White",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OFF/FAS-001863,"Advantus Staples, 12 Pack",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/LAB-002015,"Avery Removable Labels, Alphabetical",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/STO-002600,"Fellowes Folders, Wire Frame",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/STO-002621,"Fellowes Trays, Industrial",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/SUP-002875,"Kleencut Ruler, Easy Grip",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FUR/FUR-000435,"DAX Value U-Channel Document Frames, Easel Back",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TEC/ACC-003050,"Logitech Router, USB",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/MAC-003470,"StarTech Inkjet, Wireless",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OFF/LAB-002037,"Harbour Creations Legal Exhibit Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/BIN-001638,"Wilson Jones Hole Reinforcements, Durable",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002039,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/PAP-002207,"Green Bar Cards & Envelopes, Multicolor",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/SUP-002826,"Elite Ruler, Steel",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
OFF/STO-002590,"Fellowes Box, Wire Frame",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/COP-003276,"HP Fax Machine, Laser",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/ART-001291,"Sanford Pens, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/BOO-000100,"O'Sullivan Elevations Bookcase, Cherry Finish",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001058,4009 Highlighters by Sanford,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002757,Tennsco 6- and 18-Compartment Lockers,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/SUP-002809,"Acme Trimmer, Easy Grip",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
OFF/ART-001301,"Stanley Canvas, Blue",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/BOO-000124,"Safco Floating Shelf Set, Traditional",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001442,"Cardinal Binder Covers, Recycled",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002750,"Tenex Shelving, Single Width",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/FUR-000625,Staples,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001690,Brown Kraft Recycled Envelopes,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FUR/FUR-000625,Staples,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/STO-002616,Fellowes Stor/Drawer Steel Plus Storage Drawers,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/ACC-003130,Plantronics S12 Corded Telephone Headset System,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001418,Avery Metallic Poly Binders,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002373,Xerox 1923,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
FUR/FUR-000640,"Tenex Door Stop, Black",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/STO-002714,"Smead Trays, Blue",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/CHA-000187,Global Highback Leather Tilter in Burgundy,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002512,"Xerox Message Books, Premium",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/MAC-003466,"StarTech Card Printer, White",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TEC/PHO-003508,"Apple Headset, with Caller ID",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/ENV-001758,"Jiffy Mailers, Security-Tint",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FUR/BOO-000150,Sauder Cornerstone Collection Library,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR/BOO-000059,"Dania Library with Doors, Traditional",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/APP-000914,"Cuisinart Microwave, White",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002040,"Harbour Creations Removable Labels, 5000 Label Set",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/PAP-002211,"Green Bar Computer Printout Paper, 8.5 x 11",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/SUP-002820,"Elite Letter Opener, Easy Grip",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TEC/COP-003242,"Hewlett Copy Machine, Laser",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000219,"Harbour Creations Rocking Chair, Adjustable",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001284,"Sanford Markers, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001312,"Stanley Markers, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000272,"Hon Swivel Stool, Set of Two",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TEC/ACC-003009,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000421,DAX Black Cherry Wood-Tone Poster Frame,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
